image_path,item_id
img/WOMEN/Blouses_Shirts/id_00000001/02_1_front.jpg,id_00000001
img/WOMEN/Blouses_Shirts/id_00000001/02_3_back.jpg,id_00000001
img/WOMEN/Tees_Tanks/id_00000007/01_1_front.jpg,id_00000007
img/WOMEN/Tees_Tanks/id_00000007/01_3_back.jpg,id_00000007
img/WOMEN/Dresses/id_00000008/02_3_back.jpg,id_00000008
img/WOMEN/Dresses/id_00000011/02_1_front.jpg,id_00000011
img/WOMEN/Tees_Tanks/id_00000012/02_1_front.jpg,id_00000012
img/WOMEN/Tees_Tanks/id_00000012/02_2_side.jpg,id_00000012
img/WOMEN/Blouses_Shirts/id_00000015/02_2_side.jpg,id_00000015
img/WOMEN/Blouses_Shirts/id_00000015/02_4_full.jpg,id_00000015
img/MEN/Sweaters/id_00000016/01_1_front.jpg,id_00000016
img/MEN/Sweaters/id_00000016/01_3_back.jpg,id_00000016
img/WOMEN/Tees_Tanks/id_00000017/01_1_front.jpg,id_00000017
img/WOMEN/Tees_Tanks/id_00000017/01_2_side.jpg,id_00000017
img/WOMEN/Tees_Tanks/id_00000017/02_1_front.jpg,id_00000017
img/WOMEN/Tees_Tanks/id_00000017/02_3_back.jpg,id_00000017
img/WOMEN/Graphic_Tees/id_00000019/01_1_front.jpg,id_00000019
img/WOMEN/Graphic_Tees/id_00000019/01_4_full.jpg,id_00000019
img/WOMEN/Dresses/id_00000021/04_1_front.jpg,id_00000021
img/WOMEN/Dresses/id_00000021/04_7_additional.jpg,id_00000021
img/WOMEN/Dresses/id_00000021/05_1_front.jpg,id_00000021
img/WOMEN/Dresses/id_00000021/05_2_side.jpg,id_00000021
img/WOMEN/Dresses/id_00000021/06_2_side.jpg,id_00000021
img/WOMEN/Tees_Tanks/id_00000026/05_2_side.jpg,id_00000026
img/WOMEN/Tees_Tanks/id_00000026/05_7_additional.jpg,id_00000026
img/WOMEN/Tees_Tanks/id_00000026/06_2_side.jpg,id_00000026
img/WOMEN/Tees_Tanks/id_00000026/06_4_full.jpg,id_00000026
img/WOMEN/Tees_Tanks/id_00000026/06_7_additional.jpg,id_00000026
img/WOMEN/Tees_Tanks/id_00000026/07_3_back.jpg,id_00000026
img/WOMEN/Tees_Tanks/id_00000026/09_1_front.jpg,id_00000026
img/WOMEN/Tees_Tanks/id_00000026/09_2_side.jpg,id_00000026
img/WOMEN/Dresses/id_00000027/01_2_side.jpg,id_00000027
img/WOMEN/Dresses/id_00000027/01_3_back.jpg,id_00000027
img/WOMEN/Dresses/id_00000027/01_4_full.jpg,id_00000027
img/WOMEN/Dresses/id_00000027/01_7_additional.jpg,id_00000027
img/WOMEN/Dresses/id_00000027/02_2_side.jpg,id_00000027
img/WOMEN/Blouses_Shirts/id_00000028/01_1_front.jpg,id_00000028
img/WOMEN/Blouses_Shirts/id_00000028/01_2_side.jpg,id_00000028
img/WOMEN/Pants/id_00000029/04_1_front.jpg,id_00000029
img/WOMEN/Pants/id_00000029/04_2_side.jpg,id_00000029
img/WOMEN/Pants/id_00000029/04_7_additional.jpg,id_00000029
img/WOMEN/Pants/id_00000029/06_3_back.jpg,id_00000029
img/WOMEN/Blouses_Shirts/id_00000031/02_3_back.jpg,id_00000031
img/WOMEN/Blouses_Shirts/id_00000031/02_4_full.jpg,id_00000031
img/WOMEN/Dresses/id_00000034/02_1_front.jpg,id_00000034
img/WOMEN/Dresses/id_00000034/02_2_side.jpg,id_00000034
img/WOMEN/Dresses/id_00000035/03_2_side.jpg,id_00000035
img/WOMEN/Dresses/id_00000035/04_1_front.jpg,id_00000035
img/WOMEN/Dresses/id_00000035/04_7_additional.jpg,id_00000035
img/WOMEN/Dresses/id_00000035/05_1_front.jpg,id_00000035
img/WOMEN/Dresses/id_00000035/05_2_side.jpg,id_00000035
img/WOMEN/Cardigans/id_00000036/02_1_front.jpg,id_00000036
img/WOMEN/Cardigans/id_00000036/02_2_side.jpg,id_00000036
img/WOMEN/Blouses_Shirts/id_00000040/03_1_front.jpg,id_00000040
img/WOMEN/Blouses_Shirts/id_00000040/03_4_full.jpg,id_00000040
img/WOMEN/Dresses/id_00000042/02_1_front.jpg,id_00000042
img/WOMEN/Dresses/id_00000042/02_2_side.jpg,id_00000042
img/MEN/Tees_Tanks/id_00000045/01_1_front.jpg,id_00000045
img/MEN/Tees_Tanks/id_00000045/01_4_full.jpg,id_00000045
img/WOMEN/Graphic_Tees/id_00000046/01_1_front.jpg,id_00000046
img/WOMEN/Graphic_Tees/id_00000046/01_3_back.jpg,id_00000046
img/MEN/Sweaters/id_00000049/01_1_front.jpg,id_00000049
img/MEN/Sweaters/id_00000049/01_3_back.jpg,id_00000049
img/WOMEN/Rompers_Jumpsuits/id_00000050/02_1_front.jpg,id_00000050
img/WOMEN/Rompers_Jumpsuits/id_00000050/02_7_additional.jpg,id_00000050
img/WOMEN/Rompers_Jumpsuits/id_00000050/03_3_back.jpg,id_00000050
img/WOMEN/Pants/id_00000052/03_1_front.jpg,id_00000052
img/WOMEN/Pants/id_00000052/03_2_side.jpg,id_00000052
img/WOMEN/Jackets_Coats/id_00000054/01_1_front.jpg,id_00000054
img/WOMEN/Jackets_Coats/id_00000054/01_3_back.jpg,id_00000054
img/WOMEN/Denim/id_00000055/04_2_side.jpg,id_00000055
img/WOMEN/Denim/id_00000055/04_3_back.jpg,id_00000055
img/WOMEN/Jackets_Coats/id_00000058/02_1_front.jpg,id_00000058
img/WOMEN/Jackets_Coats/id_00000058/02_2_side.jpg,id_00000058
img/MEN/Pants/id_00000063/02_1_front.jpg,id_00000063
img/MEN/Pants/id_00000063/02_3_back.jpg,id_00000063
img/WOMEN/Pants/id_00000065/02_1_front.jpg,id_00000065
img/WOMEN/Pants/id_00000065/02_2_side.jpg,id_00000065
img/WOMEN/Blouses_Shirts/id_00000065/02_1_front.jpg,id_00000065
img/WOMEN/Blouses_Shirts/id_00000072/01_1_front.jpg,id_00000072
